# ----------------------------------------
# Toate datele site-ului
# Pages
# 20140311-20140410
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/doku.php?id=rift_pre_and_post_sl_difficulty,302,284,00:00:20,21,0.00%,2.32%,$0.00
/doku.php?id=subscription_based_games_and_time_commitments,302,291,00:00:17,11,0.00%,4.64%,$0.00
/doku.php?id=the_importance_of_last_online_feature_in_games,302,288,00:00:20,11,0.00%,0.99%,$0.00
/doku.php?id=why_are_gamers_antisocial,302,288,00:00:51,7,0.00%,7.95%,$0.00
/doku.php?id=are_crypto_faucets_worth_using,301,284,00:00:30,15,13.33%,4.65%,$0.00
/doku.php?id=article_review_of_law_enforcement_connecting_with_kids_by_michelle_perrin,301,45,00:00:35,1,0.00%,0.33%,$0.00
/doku.php?id=bitcoins_and_irreversible_transactions,301,291,00:00:18,15,0.00%,1.99%,$0.00
/doku.php?id=how_devcoins_fight_deflation,301,290,00:00:17,12,0.00%,2.99%,$0.00
/doku.php?id=is_open_source_software_good_for_us,301,288,00:00:47,10,0.00%,3.99%,$0.00
/doku.php?id=password_phishing_defense,301,293,00:00:30,16,6.25%,3.65%,$0.00
/doku.php?id=rift_guild_recruitment_system_preview,301,290,00:00:18,12,0.00%,0.00%,$0.00
/doku.php?id=rift_instant_adventure_popularity,301,285,00:00:11,18,11.11%,2.33%,$0.00
/doku.php?id=the_southern_gentleman_part_four,301,38,00:00:36,1,0.00%,0.66%,$0.00
/doku.php?id=why_ebooks_are_a_bad_value,301,286,00:00:10,13,0.00%,1.33%,$0.00
/doku.php?id=a_flaw_with_crypto_currencies_a_look_at_blockchains,300,290,00:00:23,11,9.09%,2.00%,$0.00
/doku.php?id=asics_-_preparing_for_the_future,300,289,00:00:24,14,0.00%,2.00%,$0.00
/doku.php?id=bitcoin_faucets,300,287,00:00:13,20,0.00%,1.33%,$0.00
/doku.php?id=gambling_and_age_requirements_-_my_take,300,287,00:00:18,20,0.00%,1.00%,$0.00
/doku.php?id=guild_wars_2_world_vs_world_siegerazer_and_siegecrusher_review,300,285,00:00:18,24,16.67%,4.33%,$0.00
/doku.php?id=gw2_wvw_skill_guide,300,288,00:00:25,12,0.00%,1.33%,$0.00
/doku.php?id=rift_rd_guide,300,280,00:00:27,20,5.00%,3.00%,$0.00
/doku.php?id=rift_rotf_dungeon_review,300,285,00:00:19,11,0.00%,2.00%,$0.00
/doku.php?id=rift_should_conquest_rewards_be_removed,300,287,00:00:24,16,0.00%,2.00%,$0.00
/doku.php?id=defiance_game_a_let_down,299,285,00:00:26,12,0.00%,3.68%,$0.00
/doku.php?id=finding_movies_on_netflix,299,286,00:00:12,17,0.00%,2.34%,$0.00
/doku.php?id=gas_vs_electric_dryers_which_is_better,299,285,00:00:02,26,3.85%,2.68%,$0.00
/doku.php?id=increasing_your_cars_mpg,299,288,00:00:22,17,0.00%,2.68%,$0.00
/doku.php?id=mmo_guilds_and_minimum_member_requirements,299,287,00:00:20,20,0.00%,2.01%,$0.00
/doku.php?id=rift_exodus_of_storm_queen,299,288,00:00:13,16,6.25%,3.01%,$0.00
/doku.php?id=rift_ranked_warfronts_my_take,299,288,00:00:02,22,0.00%,3.34%,$0.00
/doku.php?id=rift_what_to_do_at_50,299,284,00:00:19,10,0.00%,3.01%,$0.00
/doku.php?id=tera_why_i_hate_stuns,299,293,00:00:31,15,0.00%,2.68%,$0.00
/doku.php?id=traveling_-_flying_vs_driving,299,282,00:00:28,12,0.00%,1.00%,$0.00
/doku.php?id=casinobitco.in_first_ipo_is_successful,298,286,00:00:16,13,7.69%,2.35%,$0.00
/doku.php?id=my_opinion_electric_cars,298,284,00:00:24,16,0.00%,1.68%,$0.00
/doku.php?id=pollen_and_plagues,298,39,00:00:33,3,33.33%,1.34%,$0.00
/doku.php?id=proof_of_work_vs_proof_of_stake,298,291,00:00:40,16,31.25%,4.70%,$0.00
/doku.php?id=rift_onslaught_guide,298,288,00:00:21,19,0.00%,1.68%,$0.00
/doku.php?id=rift_planes_of_telara_-_a_look_at_rifts,298,283,00:00:19,12,8.33%,3.36%,$0.00
/doku.php?id=rift_should_crafted_gear_be_onpar_with_raid,298,281,00:00:15,13,7.69%,3.36%,$0.00
/doku.php?id=the_need_for_decentralized_stocks,298,286,00:00:03,15,0.00%,2.68%,$0.00
/doku.php?id=freedom_kills,297,284,00:01:07,11,9.09%,5.72%,$0.00
/doku.php?id=guild_wars_2_-_why_the_three_faction_system_rocks,297,282,00:00:10,19,0.00%,1.68%,$0.00
/doku.php?id=housing_-_are_home_owner_association_fees_worth_it,297,283,00:00:22,13,0.00%,2.69%,$0.00
/doku.php?id=litecoin_-_my_thoughts,297,279,00:00:21,24,0.00%,2.36%,$0.00
/doku.php?id=perfection_poem,297,32,00:00:34,1,0.00%,0.00%,$0.00
/doku.php?id=pumpndump_alt_coin_growthcoin,297,289,00:00:18,14,21.43%,4.04%,$0.00
/doku.php?id=rift_raid_progress_ranking_opinion,297,279,00:00:41,20,0.00%,1.68%,$0.00
/doku.php?id=rift_unhallowed_boneforge,297,288,00:00:16,13,0.00%,3.37%,$0.00
/doku.php?id=why_tanks_hate_pugs,297,288,00:00:34,10,0.00%,4.04%,$0.00
/doku.php?id=are_led_or_cfl_bulbs_worth_the_cost,296,284,00:00:25,15,0.00%,1.69%,$0.00
/doku.php?id=guild_wars_2_world_vs_world_the_importance_of_commanders,296,283,00:00:21,13,0.00%,2.36%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&rev=1391981820,296,254,00:04:50,168,85.71%,77.03%,$0.00
/doku.php?id=why_alt_coin_attacks_hurt_everyone,296,285,00:00:17,7,0.00%,5.07%,$0.00
/doku.php?id=plan_for_investing_in_group_buys,295,40,00:00:33,2,100.00%,1.36%,$0.00
/doku.php?id=scams_and_crypto_currencies,295,279,00:00:23,14,0.00%,4.41%,$0.00
/doku.php?id=the_role_of_social_media_in_modern_policing,295,46,00:00:33,11,90.91%,4.75%,$0.00
/doku.php?id=economys_effect_on_gambling,294,284,00:00:36,10,0.00%,3.06%,$0.00
/doku.php?id=windows_7_vs_windows_8_view,294,272,00:00:17,17,0.00%,1.02%,$0.00
/doku.php?id=cbtc_month_1_dividends,293,285,00:00:18,16,0.00%,1.71%,$0.00
/doku.php?id=chick_fil_a_monthly_calendars_-_a_review,293,280,00:00:16,21,0.00%,2.39%,$0.00
/doku.php?id=rift_high_level_low_level_zones,293,278,00:00:22,9,0.00%,3.41%,$0.00
/doku.php?id=cloud_mining_is_it_the_future,292,283,00:00:16,27,55.56%,8.90%,$0.00
/doku.php?id=guild_wars_2_and_the_world_wide_market_approach,292,272,00:00:29,20,5.00%,4.45%,$0.00
/doku.php?id=hypocrite,292,40,00:00:33,1,0.00%,0.34%,$0.00
/doku.php?id=i_miss_last_comic_standing_-_bring_it_back,292,275,00:00:25,21,0.00%,1.71%,$0.00
/doku.php?id=rift_storm_breaker_protocol,292,281,00:00:08,15,0.00%,2.40%,$0.00
/doku.php?id=determining_bias_in_information,291,286,00:00:13,12,0.00%,3.44%,$0.00
/doku.php?id=devtome_bot_attack_-_my_take,291,280,00:00:15,17,0.00%,2.75%,$0.00
/doku.php?id=guild_wars_2_captains_airship_is_it_worth_it,291,277,00:00:02,18,0.00%,1.37%,$0.00
/doku.php?id=hashcows_hacked_december_2013,291,278,00:00:13,12,8.33%,3.44%,$0.00
/doku.php?id=lets_play_fiesta_episode_1,291,275,00:00:20,17,0.00%,3.09%,$0.00
/doku.php?id=lets_play_rift_episode_6,291,277,00:00:27,11,0.00%,2.75%,$0.00
/doku.php?id=rift_17_review,291,275,00:00:11,22,0.00%,2.41%,$0.00
/doku.php?id=the_problem_with_pumping_and_dumping,291,279,00:00:26,11,18.18%,5.84%,$0.00
/doku.php?id=the_southern_gentleman_part_two,291,39,00:00:33,3,33.33%,1.03%,$0.00
/doku.php?id=why_i_dislike_ff8,291,278,00:00:40,20,0.00%,2.06%,$0.00
/doku.php?id=amnesty_or_enforcement,290,48,00:00:32,4,0.00%,0.00%,$0.00
/doku.php?id=guild_wars_2_structured_pvp_-_a_look_at_skyhammer,290,271,00:00:29,17,0.00%,3.45%,$0.00
/doku.php?id=lets_play_rift_episode_4,290,279,00:00:23,20,0.00%,2.41%,$0.00
/doku.php?id=rift_17_gear_changes_blown_out_of_proportion,290,283,00:00:33,13,0.00%,2.41%,$0.00
/doku.php?id=rift_conquest_review,290,277,00:00:09,18,0.00%,2.41%,$0.00
/doku.php?id=adding_value_to_devcoins,289,273,00:00:22,20,10.00%,3.11%,$0.00
/doku.php?id=dogecoin_makes_exodus_from_cryptsy,289,271,00:00:06,15,6.67%,1.38%,$0.00
/doku.php?id=gw2_wvw_overview,289,277,00:01:45,6,66.67%,16.96%,$0.00
/doku.php?id=minimum_wage_laws_my_take,289,272,00:00:06,16,0.00%,2.08%,$0.00
/doku.php?id=rift_ember_isle_instant_adventures,289,276,00:00:18,16,12.50%,5.54%,$0.00
/doku.php?id=article_review_of_telling_a_story_through_social_media,288,39,00:00:32,0,0.00%,0.69%,$0.00
/doku.php?id=deep_winter_day_poem,288,36,00:00:34,2,0.00%,0.35%,$0.00
/doku.php?id=mmo_gear_breaking_opinion,288,272,00:00:24,16,0.00%,3.12%,$0.00
/doku.php?id=capture_the_flag_-_my_thoughts,287,268,00:00:25,9,0.00%,4.53%,$0.00
/doku.php?id=rift_auction_listing_fee_opinion,287,275,00:00:08,16,0.00%,3.48%,$0.00
/doku.php?id=rift_warfront_mentality,287,273,00:00:13,15,0.00%,1.39%,$0.00
/doku.php?id=another_day_in_paradise_steamy_night,286,40,00:00:36,0,0.00%,1.05%,$0.00
/doku.php?id=do_class_guides_hurt_mmos,286,276,00:00:03,15,0.00%,2.10%,$0.00
/doku.php?id=is_poker_a_game_of_skill_or_luck,286,277,00:00:07,13,0.00%,4.20%,$0.00
/doku.php?id=wiki:user:rich2014,286,58,00:00:16,9,0.00%,2.10%,$0.00
/doku.php?id=bitcoins_for_buyers_and_sellers_the_irreversible_currency,285,279,00:00:11,13,0.00%,2.46%,$0.00
/doku.php?id=devtome_ease_of_use_improvements,285,45,00:00:34,4,25.00%,1.40%,$0.00
/doku.php?id=games_why_account_wide_friend_lists_suck,285,272,00:00:29,16,0.00%,3.16%,$0.00
/doku.php?id=remember_me_2013_poem,285,36,00:00:34,1,100.00%,0.70%,$0.00
/doku.php?id=cracked_cookies,284,38,00:00:33,1,0.00%,0.70%,$0.00
/doku.php?id=critical_thinking_questions_and_evaluations_-_part_01,284,266,00:00:01,12,0.00%,2.11%,$0.00
/doku.php?id=mmos_and_reused_content,284,271,00:00:31,13,0.00%,3.17%,$0.00
/doku.php?id=muse_poem,284,35,00:00:33,2,50.00%,0.35%,$0.00
/doku.php?id=the_value_of_using_bitcoins_for_transactions,284,276,00:00:19,17,0.00%,2.46%,$0.00
/doku.php?id=guild_wars_2_structured_pvp_needs_a_ready_check,283,269,00:00:14,17,0.00%,1.06%,$0.00
/doku.php?id=is_gaming_bad_for_you,283,267,00:00:33,16,0.00%,2.47%,$0.00
/doku.php?id=overview_of_neil_v_biggers,283,47,00:00:34,11,90.91%,4.59%,$0.00
/doku.php?id=the_importance_of_marketing_crypto_currencies,283,270,00:00:17,16,0.00%,3.53%,$0.00
/doku.php?id=becoming_rough_men,282,37,00:00:31,4,25.00%,1.06%,$0.00
/doku.php?id=coins_and_exchanges,282,265,00:00:12,12,0.00%,3.19%,$0.00
/doku.php?id=rift_tips_and_tricks_3,282,264,00:00:08,13,0.00%,1.42%,$0.00
/doku.php?id=sheepdogs_papacrusher,282,35,00:00:33,1,100.00%,0.35%,$0.00
/doku.php?id=rift_storm_legions_difficulty,281,266,00:00:09,9,0.00%,2.85%,$0.00
/doku.php?id=the_value_of_gridseed_scrypt_asics,281,266,00:00:32,32,18.75%,5.34%,$0.00
/doku.php?id=world_poker_tour_amateur_poker_league_review,281,274,00:00:15,14,0.00%,2.85%,$0.00
/doku.php?id=china_bans_bitcoin_exchanges,280,264,00:00:16,18,0.00%,1.43%,$0.00
/doku.php?id=law_enforcement_and_technology,280,35,00:00:39,2,50.00%,1.43%,$0.00
/doku.php?id=should_multi_boxing_games_be_allowed,280,271,00:00:21,12,0.00%,2.86%,$0.00
/doku.php?id=why_the_guild_wars_2_trading_post_rocks,280,271,00:00:17,19,5.26%,2.86%,$0.00
/doku.php?id=flat_rate_vs_cpm_advertising,279,271,00:00:28,21,9.52%,1.08%,$0.00
/doku.php?id=mcxfees_and_their_tie_to_usd,279,272,00:00:14,14,7.14%,2.15%,$0.00
/doku.php?id=rift_planebreaker_bastion_exploited,279,267,00:00:16,17,0.00%,2.15%,$0.00
/doku.php?id=respecting_elders_an_american_tragedy,278,35,00:00:33,0,0.00%,0.72%,$0.00
/doku.php?id=ripple_gateways,278,224,00:06:23,223,84.30%,79.86%,$0.00
/doku.php?id=the_problem_with_hybrid_platform_games,278,264,00:00:26,13,0.00%,2.88%,$0.00
/doku.php?id=wounded_minds,278,38,00:00:33,1,0.00%,1.08%,$0.00
/doku.php?id=do_scared_straight_programs_actually_work,277,264,00:00:19,15,6.67%,5.42%,$0.00
/doku.php?id=finding_contentment_poem,277,39,00:00:32,2,50.00%,0.72%,$0.00
/doku.php?id=hardships,277,38,00:00:33,1,100.00%,1.08%,$0.00
/doku.php?id=mail_in_rebates_-_what_you_need_to_know,276,266,00:00:38,11,0.00%,7.61%,$0.00
/doku.php?id=playing_cryptos_like_stocks,276,266,00:00:28,7,14.29%,3.99%,$0.00
/doku.php?id=beneath_the_moon_poem,275,41,00:00:33,1,0.00%,0.73%,$0.00
/doku.php?id=rapidballs_review_and_overview,275,267,00:00:15,15,0.00%,2.91%,$0.00
/doku.php?id=guild_wars_2_does_free_to_play_the_right_way,274,257,00:00:12,7,0.00%,4.01%,$0.00
/doku.php?id=why_pandora_rocks,274,264,00:00:13,14,0.00%,2.92%,$0.00
/doku.php?id=lets_play_rift_episode_3,273,259,00:00:50,17,5.88%,3.30%,$0.00
/doku.php?id=protecting_against_burglary,273,36,00:00:33,2,0.00%,0.37%,$0.00
/doku.php?id=rift_afk_players_in_ia,273,267,00:00:23,21,0.00%,2.56%,$0.00
/doku.php?id=tera_-_double_drop_days_in_response_to_outages_02-2013,273,259,00:00:17,21,0.00%,2.56%,$0.00
/doku.php?id=are_games_that_recycle_events_lazy,271,263,00:00:20,7,0.00%,2.21%,$0.00
/doku.php?id=guild_wars_2_world_vs_world_commanders_opinion,271,258,00:00:23,16,0.00%,1.11%,$0.00
/doku.php?id=rift_3.0_water_reveal_and_thoughts,271,258,00:00:09,13,0.00%,2.58%,$0.00
/doku.php?id=the_southern_gentleman_part_one,270,41,00:00:35,1,100.00%,0.37%,$0.00
/doku.php?id=combating_devcoin_inflation,269,254,00:00:29,11,0.00%,4.46%,$0.00
/doku.php?id=gw2_spvp_esports,269,255,00:00:09,16,0.00%,1.86%,$0.00
/doku.php?id=worst_f2p_model_ever_-_swtor,266,257,00:00:09,13,23.08%,4.51%,$0.00
/doku.php?id=winter_sky_poem,260,34,00:00:33,0,0.00%,0.38%,$0.00
/doku.php?id=spring_cleaning_life_hacks,255,42,00:00:33,5,80.00%,1.57%,$0.00
/doku.php?id=category:health,251,113,00:00:59,11,36.36%,16.73%,$0.00
/doku.php?id=why_crypto_currencies_are_still_the_buy_opportunity_of_a_lifetime,249,233,00:03:40,224,92.41%,89.16%,$0.00
/doku.php?id=devtome_writers,244,151,00:00:32,32,46.88%,15.57%,$0.00
/doku.php?id=cardiovascular_disease,238,211,00:05:49,205,90.24%,86.97%,$0.00
/doku.php?id=devcoin_block_explorer,237,174,00:01:49,136,72.79%,62.03%,$0.00
/doku.php?id=wiki:user:antdix,232,66,00:00:26,16,18.75%,12.07%,$0.00
/doku.php?id=a_review_of_bitvisitor,225,219,00:03:49,216,85.19%,84.00%,$0.00
/doku.php?id=architecture_tadao_ando,220,194,00:05:49,193,89.64%,87.27%,$0.00
/doku.php?id=player_piano_-_john_updike,214,188,00:04:13,188,88.30%,87.38%,$0.00
/doku.php?id=where_to_spend_your_devcoins,214,145,00:02:00,112,73.21%,63.08%,$0.00
/doku.php?id=strengths_and_weaknesses_of_the_break_even_concept,211,191,00:06:24,190,90.53%,89.57%,$0.00
/doku.php?id=category:history,210,204,00:00:13,13,76.92%,48.10%,$0.00
/doku.php?id=wiki:user:gaml2240,210,34,00:00:30,7,0.00%,2.86%,$0.00
/doku.php?id=especially_for_new_devtome_writers,206,115,00:01:24,60,6.67%,10.68%,$0.00
/doku.php?id=ponzify_devtome,205,57,00:02:09,29,65.52%,15.61%,$0.00
/doku.php?id=bitcoin_price_drop_and_its_effect_on_miners,197,187,00:00:13,11,0.00%,3.05%,$0.00
/doku.php?id=getting_started_with_peercoin_on_mac_os_x,188,153,00:04:46,153,81.70%,80.85%,$0.00
/doku.php?id=category:cryptocurrency,185,119,00:00:35,31,61.29%,23.78%,$0.00
/doku.php?id=review_of_man_the_state_and_war,184,155,00:07:44,154,85.71%,83.15%,$0.00
/doku.php?id=the_resurrection_of_growthcoin,182,173,00:00:18,9,11.11%,2.75%,$0.00
/doku.php?id=niche_ideas:the_8_things_i_learned_from_making_money_with_adsense,181,180,00:02:40,165,96.36%,90.06%,$0.00
/doku.php?id=wiki:user:profitofthegods,175,52,00:00:45,1,0.00%,6.86%,$0.00
/doku.php?id=signs_that_auroracoin_and_spaincoin_are_speculative_creations_with_speculative_intentions,173,83,00:01:03,55,90.91%,34.10%,$0.00
/doku.php?id=before_you_apply_for_a_devtome_writer_account,168,142,00:02:02,16,43.75%,25.00%,$0.00
/doku.php?id=wiki:user:virtualworksmedia,168,83,00:00:59,16,0.00%,13.69%,$0.00
/doku.php?id=queen_silvia_of_sweden,166,142,00:03:18,141,86.52%,84.34%,$0.00
/doku.php?id=why_i_write_raptoraks_entry,161,154,00:00:35,13,15.38%,4.35%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911,156,43,00:01:02,21,66.67%,17.31%,$0.00
/doku.php?id=high_mobility_champions_in_league_of_legends,154,146,00:04:10,146,93.15%,93.51%,$0.00
/doku.php?id=secure_your_bitcoin_without_breaking_your_balls-a_simple_guide_to_cold_storage,149,140,00:05:19,138,93.48%,93.29%,$0.00
/doku.php?id=wiki:syntax,145,105,00:01:43,17,29.41%,9.66%,$0.00
/doku.php?id=attic_conversions,144,136,00:03:06,136,95.59%,93.75%,$0.00
/doku.php?id=exercises_to_keep_your_mind_healthy,143,137,00:04:14,136,99.26%,95.10%,$0.00
/doku.php?id=the_stunning_third_way_in_the_choice_of_unions_or_no_unions,142,30,00:00:37,4,50.00%,4.93%,$0.00
/doku.php?id=are_these_magicians_real,140,138,00:07:52,136,98.53%,98.57%,$0.00
/doku.php?id=phenylalanine_to_amphetamine_or_n-methylamphetamine,139,103,00:04:02,103,74.76%,73.38%,$0.00
/doku.php?id=wiki:user:papacrusher,136,42,00:00:37,11,27.27%,7.35%,$0.00
/doku.php?id=wiki:user:tayfun73,136,55,00:00:58,43,18.60%,13.24%,$0.00
/doku.php?id=talk:scrypt_altcoin_cloning_guide,131,111,00:00:13,0,0.00%,12.98%,$0.00
/doku.php?id=earn_devcoins_by_writing&do=login,130,110,00:00:11,62,0.00%,6.92%,$0.00
/doku.php?id=category:politics,129,101,00:00:11,20,95.00%,38.76%,$0.00
/doku.php?id=wiki:user:fuzzybear,128,59,00:00:39,3,66.67%,7.81%,$0.00
/doku.php?id=where_to_spend_your_cryptocurrencies,127,94,00:01:53,83,73.49%,66.93%,$0.00
/doku.php?id=,123,78,00:00:20,8,12.50%,13.01%,$0.00
/doku.php?id=devtome_stats,123,98,00:01:44,43,55.81%,40.65%,$0.00
/doku.php?id=philately,122,99,00:03:32,90,88.89%,72.95%,$0.00
/doku.php?id=wiki:user:sifuphil,122,50,00:01:17,10,50.00%,18.85%,$0.00
/doku.php?id=arthritis,121,95,00:05:10,90,80.00%,73.55%,$0.00
/doku.php?id=a_message_to_crypto_daytraders,120,48,00:01:08,20,90.00%,18.33%,$0.00
/doku.php?id=the_westminster_model,117,109,00:06:36,109,93.58%,92.31%,$0.00
/doku.php?id=earn_devcoins_by_marketing,114,94,00:01:49,26,57.69%,34.21%,$0.00
/doku.php?id=the_theme_of_coming_of_age_and_its_significance_to_the_novel_to_kill_a_mockingbird,111,99,00:02:37,99,88.89%,88.29%,$0.00
/doku.php?id=wiki:user:diedicar,110,58,00:00:41,29,20.69%,8.18%,$0.00
/doku.php?id=climate_change_as_a_measure_of_health,109,19,00:00:34,0,0.00%,1.83%,$0.00
/doku.php?id=bitcoin_and_the_big_mac_index,108,95,00:03:12,93,88.17%,86.11%,$0.00
/doku.php?id=why_i_write_and_the_days_of_future_past&do=edit&rev=0,108,8,00:03:24,5,0.00%,5.56%,$0.00
/doku.php?id=wiki:user:whoisthelorax,108,35,00:00:32,6,16.67%,8.33%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&rev=1392592292,107,91,00:00:52,1,100.00%,19.63%,$0.00
/doku.php?id=wiki:user:bomac,107,54,00:00:44,6,66.67%,8.41%,$0.00
/doku.php?id=wiki:user:josandler,107,16,00:00:22,9,11.11%,4.67%,$0.00
/doku.php?id=final_fantasy_xiv_-_stats,106,101,00:02:27,93,90.32%,90.57%,$0.00
/doku.php?id=install_primecoin_ubuntu,106,99,00:06:15,97,91.75%,91.51%,$0.00
/doku.php?id=is_fluoride_and_a_dentist_chair_the_only_way,105,22,00:00:33,6,83.33%,6.67%,$0.00
/doku.php?id=ponzifying_devtome_my_response,105,65,00:01:27,4,0.00%,4.76%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&rev=1376776798,105,82,00:06:24,46,71.74%,58.10%,$0.00
/doku.php?id=how_science_and_mathematics_validate_a_magical_perspective_on_life,104,25,00:00:55,0,0.00%,4.81%,$0.00
/doku.php?id=category:devtome,103,80,00:00:23,5,40.00%,17.48%,$0.00
/doku.php?id=devtome_earnings_for_the_layperson,103,85,00:02:38,16,43.75%,33.98%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&rev=1375409063,103,56,00:08:19,31,67.74%,50.49%,$0.00
/doku.php?id=category:rights,102,91,00:00:12,15,100.00%,43.14%,$0.00
/doku.php?id=moles_and_atoms,102,90,00:06:01,90,90.00%,88.24%,$0.00
/doku.php?id=talk:wiki:user:gaml2240,102,13,00:00:22,1,0.00%,0.00%,$0.00
/doku.php?id=wiki:user:demolitionman234,102,28,00:00:12,3,0.00%,5.88%,$0.00
/doku.php?id=devcoin_could_literally_make_great_ideas_a_reality,101,18,00:00:42,1,0.00%,0.00%,$0.00
/doku.php?id=start&do=revisions,101,75,00:01:46,6,50.00%,20.79%,$0.00
/doku.php?id=wiki:user:xeriandros,101,43,00:00:17,1,100.00%,5.94%,$0.00
/doku.php?id=a_flexitarian_approach_to_healthcare,100,18,00:00:46,0,0.00%,1.00%,$0.00
/doku.php?id=fasting_as_an_advanced_tool_for_holistic_health,99,18,00:00:32,1,100.00%,2.02%,$0.00
/doku.php?id=two_people_bill_nye_could_debate_that_would_draw_the_attention_of_the_entire_world,98,20,00:00:39,3,66.67%,3.06%,$0.00
/doku.php?id=the_5_13_62_ema_strategy,97,87,00:04:38,82,87.80%,83.51%,$0.00
/doku.php?id=an_example_anthropology_phd_research_proposal,96,87,00:03:11,86,90.70%,88.54%,$0.00
/doku.php?id=compiling_cgminer_on_fedora_19_hayek.0,96,81,00:08:27,80,83.75%,82.29%,$0.00
/doku.php?id=my_bill_of_rights_protest&rev=1388863219,96,93,00:00:08,16,93.75%,60.42%,$0.00
/doku.php?id=talk:free_agency_and_ethics,96,96,00:00:15,3,66.67%,45.83%,$0.00
/doku.php?id=a_couple_of_ideas_regarding_devcoin_culture_and_acceptance_into_the_creative_space,95,23,00:00:38,3,66.67%,2.11%,$0.00
/doku.php?id=a_third_way_thought_experiment_part_1,95,21,00:00:45,2,0.00%,1.05%,$0.00
/doku.php?id=life_of_god_in_the_soul_of_man&rev=1386895549,95,94,00:00:17,0,0.00%,53.68%,$0.00
/doku.php?id=the_third_way_philosophy_explained,95,27,00:00:49,6,83.33%,9.47%,$0.00
/doku.php?id=a_truce_between_omnivores_and_vegetarians,94,23,00:00:34,4,50.00%,2.13%,$0.00
/doku.php?id=category:theology,94,91,00:00:15,0,0.00%,50.00%,$0.00
/doku.php?id=category:how_to,92,47,00:01:11,1,0.00%,10.87%,$0.00
/doku.php?id=devtome_rater,92,66,00:02:13,16,43.75%,27.17%,$0.00
/doku.php?id=guatemala_cell_phone_and_internet_hack_revealed,92,29,00:00:29,13,100.00%,15.22%,$0.00
/doku.php?id=my_bill_of_rights_protest&do=backlink,92,89,00:00:17,15,100.00%,54.35%,$0.00
/doku.php?id=cdebian,91,72,00:03:13,68,70.59%,69.23%,$0.00
/doku.php?id=free_agency_and_ethics&rev=1388863258,91,90,00:00:14,0,0.00%,50.55%,$0.00
/doku.php?id=my_bill_of_rights_protest&do=edit&rev=1388863219,91,90,00:00:09,18,94.44%,51.65%,$0.00
/doku.php?id=literary_analysis_of_george_gissings_the_odd_women,90,81,00:02:57,80,87.50%,88.89%,$0.00
/doku.php?id=school_safety_investigator_ex_cop_threatened_with_arrest_for_seeking_answers_to_sandy_hook_mysteries,90,58,00:02:57,44,90.91%,52.22%,$0.00
/doku.php?id=a_flexitarian_opinion_on_the_real_fear_of_atheist_scientists_like_richard_dawkins,89,15,00:00:33,0,0.00%,0.00%,$0.00
/doku.php?id=choosy_workfare_a_model_for_basic_income_and_labour_policy,89,59,00:03:34,22,77.27%,34.83%,$0.00
/doku.php?id=eschatology_in_the_early_church_wiki:eschatalogy_history_early_church,88,88,00:00:17,24,45.83%,44.32%,$0.00
/doku.php?id=ixcoin,87,75,00:02:33,68,77.94%,73.56%,$0.00
/doku.php?id=a_third_way_thought_experiment_part_2,86,20,00:00:32,1,100.00%,4.65%,$0.00
/doku.php?id=cameron_hooker_slave_master,86,84,00:02:13,83,98.80%,96.51%,$0.00
/doku.php?id=eschatalogy_history_early_church&rev=1388863272,86,86,00:00:12,1,100.00%,34.88%,$0.00
/doku.php?id=installing_windows_after_ubuntu,86,64,00:05:20,61,78.69%,73.26%,$0.00
/doku.php?id=my_bill_of_rights_protest&do=login,86,82,00:00:13,16,93.75%,55.81%,$0.00
/doku.php?id=researchgate_compared_to_devtome&do=edit&rev=0,86,2,00:01:32,1,0.00%,1.16%,$0.00
/doku.php?id=an_intro_to_the_history_of_muggle_magic,85,18,00:00:31,1,100.00%,2.35%,$0.00
/doku.php?id=skeptics_and_conspiracy_theorists_unite_behind_one_tool,85,22,00:00:39,7,71.43%,8.24%,$0.00
/doku.php?id=talk:my_bill_of_rights_protest,85,84,00:00:08,14,85.71%,56.47%,$0.00
/doku.php?id=conditional_forgiveness&rev=1388863424,83,82,00:00:12,1,100.00%,46.99%,$0.00
/doku.php?id=life_of_god_in_the_soul_of_man&do=edit&rev=1386895549,83,81,00:00:17,0,0.00%,46.99%,$0.00
/doku.php?id=wiki:user:eeharris,83,48,00:00:39,18,38.89%,36.14%,$0.00
/doku.php?id=wiki:user:melodiemuse,83,36,00:00:36,8,25.00%,13.25%,$0.00
